Athlete ID,Athlete Last Name,Weight(K),Age,Gender,Event Name,Event Date,Event Location,Event Country,Event Weather,Event Results,Event Rank,Event Record,event_surface,Notes,Event_Temp in C,Event_Temp in K
1566,Casas,82,28,M,800m,2/2/20,Track C,Vietnam,3,261.77,2,TRUE,,Rainy event,19,292.15
1573,Barnes,80,35,M,3000m,12/22/22,Field B,Brazil,5,66.66,4,TRUE,,Close finish,26,299.15
1580,Myers,73,27,M,100m,4/6/19,Track C,Canada,1,147.02,5,FALSE,,Amazing crowd,35,308.15
1585,Gulbrandsen,79,20,M,400m hurdles,7/13/21,Stadium A,Mexico,4,97.36,3,TRUE,Gravel,New personal record!,23,296.15
1586,Marsh,72,29,M,800m,10/26/22,Arena D,China,5,39.8,2,TRUE,Turf,Challenging race,31,304.15
1587,Murphy,72,25,M,400m,6/19/23,Arena D,Canada,2,236.09,2,TRUE,Dirt,Close finish,36,309.15
1588,Kuhn,61,34,M,100m,5/22/23,Stadium A,South Korea,5,69.3,5,TRUE,Dirt,Challenging race,24,297.15
1590,Miller,77,20,M,400m hurdles,4/25/21,Field B,South Korea,2,61.89,1,TRUE,Asphalt,Cold day,24,297.15
1594,Blazejewski,60,22,M,800m,8/22/23,Arena D,USA,2,89.26,3,TRUE,Concrete,Challenging race,33,306.15
1596,Chambless,71,20,M,1500m,10/5/23,Field B,Mexico,2,273.16,2,TRUE,Track,Close finish,25,298.15
1599,Gravitt,84,28,M,800m,7/13/21,Field B,South Korea,4,299.84,2,TRUE,Dirt,Cloudy day,25,298.15
1600,Harris,68,20,M,800m,5/13/23,Arena D,Vietnam,4,140.76,1,TRUE,Sand,Amazing crowd,24,297.15
1602,Fultz,86,30,M,400m,7/20/22,Track C,Mexico,2,223.08,1,FALSE,Sand,Amazing crowd,34,307.15
1603,White,67,24,M,1500m,9/7/21,Track C,USA,3,134.9,1,TRUE,Concrete,Wet conditions,21,294.15
1607,Montano,90,31,M,100m,12/25/21,Field B,Canada,4,165.29,5,FALSE,Sand,Amazing crowd,24,297.15
1609,Cole,83,28,M,3000m,10/20/23,Track C,China,5,119.16,4,TRUE,Dirt,Amazing crowd,34,307.15
1612,Rubarts,73,26,M,100m,11/22/21,Track C,Brazil,2,289.55,3,FALSE,Asphalt,Hot and humid,34,307.15
1616,Frisco,90,31,M,400m,7/19/21,Stadium A,South Korea,4,172.74,4,TRUE,Gravel,Fast race,34,307.15
1617,Banta,82,25,M,3000m,12/27/22,Stadium A,China,1,160.18,1,TRUE,Turf,Cold day,35,308.15
1618,Ford,60,30,M,110m hurdles,6/7/19,Track C,Canada,2,286.82,5,FALSE,Asphalt,Great event,25,298.15
1624,Strout,83,25,M,800m,6/10/21,Field B,USA,4,72.67,5,TRUE,Sand,Cold day,33,306.15
1625,Hall,63,26,M,200m,11/2/20,Track C,Canada,3,81.11,1,TRUE,Track,Wet conditions,30,303.15
1630,Anderson,64,22,M,400m,9/8/19,Arena D,Mexico,4,159.91,4,TRUE,Concrete,Great event,28,301.15
1632,Deas,80,27,M,3000m,3/19/23,Track C,South Korea,1,65.56,2,TRUE,Gravel,Cold day,32,305.15
1635,Pitts,87,32,M,3000m,5/24/19,Stadium A,Vietnam,1,276.06,1,TRUE,Turf,Hot and humid,31,304.15
1642,Schaus,68,32,M,200m,2/5/23,Track C,Brazil,4,197.22,4,TRUE,Grass,Personal best!,17,290.15
1645,Biddle,88,35,M,200m,6/24/20,Arena D,China,5,215.3,4,FALSE,Track,New personal record!,30,303.15
1648,Sargent,80,31,M,110m hurdles,2/12/23,Track C,Canada,2,108.07,3,FALSE,Concrete,Messy track,32,305.15
1655,Fries,70,29,M,400m,9/18/19,Field B,UK,2,186.1,5,TRUE,Dirt,Nice atmosphere,27,300.15
1657,Miller,83,21,M,110m hurdles,8/22/22,Stadium A,Canada,4,245.48,5,TRUE,Gravel,Enjoyed the event,25,298.15
1660,Day,86,22,M,100m,12/13/20,Arena D,Spain,1,41.57,4,FALSE,Sand,Amazing crowd,24,297.15
1662,Valencia,69,24,M,200m,5/20/23,Field B,India,3,229.41,2,FALSE,Gravel,Close finish,26,299.15
1667,Garay,80,25,M,200m,4/27/21,Arena D,USA,5,141.83,1,TRUE,Turf,Rainy event,29,302.15
1673,Ader,89,30,M,400m hurdles,12/14/20,Field B,Mexico,4,195.13,1,FALSE,Dirt,Good competition,19,292.15
1677,Lane,80,35,M,200m,11/15/20,Arena D,USA,4,43.95,2,TRUE,Turf,Hot and humid,20,293.15
1681,Leary,66,33,M,400m hurdles,4/11/19,Field B,Brazil,5,44.12,5,FALSE,Grass,Great event,36,309.15
1682,Higgins,74,35,M,400m hurdles,8/2/21,Track C,Mexico,1,120.98,1,TRUE,Track,Great race,16,289.15
1687,Pratt,85,21,M,110m hurdles,10/5/19,Stadium A,India,1,203.1,3,TRUE,Gravel,Great event,26,299.15
1692,Pulliam,66,30,M,110m hurdles,10/1/19,Arena D,China,3,151.45,4,FALSE,Dirt,Enjoyed the event,27,300.15
1696,Bonilla,89,35,M,100m,9/18/23,Track C,Spain,4,141.31,3,FALSE,Asphalt,Good competition,18,291.15
1697,Hildebrant,86,30,M,400m,1/5/22,Stadium A,Mexico,2,206.71,1,TRUE,Concrete,Close finish,36,309.15
1700,Sutherland,71,20,M,100m,2/9/21,Arena D,USA,2,283.34,2,TRUE,Grass,Cloudy day,28,301.15
1701,Hensley,86,35,M,110m hurdles,9/23/21,Field B,Brazil,2,88.53,3,FALSE,Turf,Rainy event,27,300.15
1702,Highsmith,88,25,M,110m hurdles,10/8/20,Track C,South Korea,3,177.14,2,FALSE,Concrete,Challenging race,31,304.15
1705,Wood,72,21,M,200m,4/14/19,Field B,Vietnam,3,200.49,3,TRUE,Concrete,Great race,26,299.15
1710,Lawson,77,20,M,3000m,9/28/19,Track C,China,3,222.33,2,FALSE,Asphalt,Amazing crowd,19,292.15
1716,Valenza,90,23,M,800m,2/5/20,Field B,South Korea,5,269.71,5,TRUE,Concrete,Windy day,17,290.15
1721,Mata,71,25,M,400m,6/3/22,Track C,USA,2,91.3,2,FALSE,Gravel,Amazing crowd,36,309.15
1722,Toelke,69,21,M,400m,3/22/21,Arena D,UK,2,179.15,1,FALSE,Gravel,Amazing crowd,21,294.15
1723,Lory,66,21,M,1500m,11/7/19,Track C,China,4,194.46,5,TRUE,Sand,Messy track,26,299.15
1724,Harmon,75,25,M,1500m,9/8/22,Track C,India,3,299.14,1,TRUE,Asphalt,Hot weather,35,308.15
1732,Ross,84,29,M,110m hurdles,3/4/19,Stadium A,South Korea,3,259.26,5,TRUE,Track,Amazing crowd,17,290.15
1733,Stewart,64,31,M,3000m,7/20/23,Arena D,Spain,2,141.09,1,FALSE,Turf,Wet conditions,36,309.15
1735,Faines,71,24,M,400m hurdles,12/26/22,Field B,Spain,5,18.78,4,TRUE,Grass,Close finish,23,296.15
1737,Gay,68,23,M,400m hurdles,8/7/19,Stadium A,Mexico,2,297.4,3,TRUE,Sand,Great race,22,295.15
1738,Maxwell,67,28,M,800m,6/22/23,Field B,Mexico,5,175.56,1,TRUE,Gravel,Fast race,37,310.15
1740,Kitt,87,23,M,400m hurdles,10/1/19,Track C,South Korea,5,230.15,1,TRUE,Gravel,Rainy event,30,303.15
1756,Laughlin,71,35,M,200m,2/28/20,Track C,Brazil,5,46.05,2,FALSE,Dirt,New personal record!,35,308.15
1761,Riche,84,23,M,200m,10/22/23,Stadium A,South Korea,3,46.21,4,TRUE,Dirt,New personal record!,25,298.15
1763,Harper,62,27,M,400m,6/16/20,Track C,China,3,191.85,2,FALSE,Sand,Messy track,24,297.15
1765,Burhans,71,29,M,110m hurdles,10/26/23,Field B,Brazil,2,127.18,1,FALSE,Grass,Great event,20,293.15
1766,Mccall,84,28,M,800m,4/1/19,Arena D,Vietnam,5,22.91,4,FALSE,Gravel,Hot weather,34,307.15
1770,Gonzalez,87,30,M,400m hurdles,3/4/23,Stadium A,South Korea,4,34.51,1,TRUE,Asphalt,Enjoyed the event,17,290.15
1778,Rembert,68,34,M,1500m,9/12/22,Stadium A,USA,2,111.94,2,FALSE,Gravel,Hot weather,25,298.15
1782,Arsenault,79,27,M,3000m,9/1/22,Stadium A,UK,2,274.84,4,TRUE,Turf,Good competition,16,289.15
1784,Gharing,74,22,M,1500m,12/16/21,Track C,Vietnam,3,46.65,4,FALSE,Dirt,Enjoyed the event,33,306.15
1787,Sherman,83,25,M,800m,6/12/22,Track C,USA,5,204.81,5,FALSE,Turf,Personal best!,16,289.15
1792,Smith,62,35,M,110m hurdles,12/5/23,Track C,USA,3,45.74,5,FALSE,Asphalt,Great race,20,293.15
1798,Stewart,68,33,M,400m hurdles,7/15/19,Stadium A,South Korea,2,244.69,3,FALSE,Gravel,Enjoyed the event,22,295.15
1800,Allen,86,23,M,400m hurdles,1/3/19,Arena D,USA,3,86.41,4,FALSE,Grass,Challenging race,19,292.15
1802,Davisson,61,23,M,110m hurdles,5/10/21,Arena D,USA,2,78.33,1,FALSE,Track,Hot and humid,17,290.15
1805,Ferris,76,29,M,200m,10/26/21,Arena D,South Korea,1,173.26,2,FALSE,Track,Enjoyed the event,20,293.15
1808,Gallo,68,22,M,3000m,2/8/22,Field B,Mexico,3,231.77,1,TRUE,Dirt,Messy track,35,308.15
1811,Clark,73,35,M,1500m,8/27/19,Stadium A,Mexico,2,12.73,4,FALSE,Sand,Cloudy day,30,303.15
1813,Kallas,68,22,M,3000m,7/17/23,Track C,Brazil,3,77,1,TRUE,Concrete,Personal best!,37,310.15
1816,Thornsberry,76,32,M,200m,2/2/22,Field B,Vietnam,3,178.2,3,FALSE,Asphalt,Personal best!,22,295.15
1817,Cardwell,67,22,M,3000m,8/8/19,Arena D,Mexico,5,133.81,5,TRUE,Gravel,Amazing crowd,22,295.15
1821,Castle,90,29,M,3000m,10/1/22,Stadium A,China,2,22.16,3,FALSE,Dirt,Rainy event,16,289.15
1822,Wolcott,77,24,M,800m,12/26/23,Arena D,Mexico,5,128.58,1,TRUE,Sand,Great event,19,292.15
1824,Tharpe,87,34,M,110m hurdles,5/10/22,Field B,Vietnam,2,230.16,4,TRUE,Turf,Windy day,20,293.15
1826,English,81,31,M,1500m,2/15/21,Arena D,Vietnam,5,32.88,2,FALSE,Track,Good competition,18,291.15
1827,Wilson,81,21,M,100m,1/24/21,Arena D,UK,2,110.73,3,TRUE,Sand,Great race,27,300.15
1831,Donnelly,64,25,M,200m,1/19/21,Field B,Brazil,2,97.64,3,FALSE,Grass,Challenging race,22,295.15
1833,Archer,64,34,M,110m hurdles,4/25/20,Arena D,Mexico,2,178.2,1,FALSE,Gravel,Windy day,17,290.15
1838,Esparza,76,21,M,1500m,12/16/22,Track C,Brazil,2,246.05,2,TRUE,Dirt,Cloudy day,34,307.15
1839,Foster,87,24,M,200m,8/23/23,Field B,Vietnam,4,295.37,5,TRUE,Track,Amazing crowd,28,301.15
1840,Nelson,74,35,M,400m hurdles,8/12/21,Stadium A,Brazil,4,85.04,5,FALSE,Asphalt,Wet conditions,27,300.15
1845,Deangelis,82,21,M,400m hurdles,12/24/20,Arena D,China,2,246.94,5,TRUE,Concrete,Challenging race,29,302.15
1846,Arruda,60,25,M,200m,8/25/19,Stadium A,Vietnam,2,240.43,1,FALSE,Grass,Nice atmosphere,18,291.15
1847,Highsmith,86,29,M,400m,3/8/23,Stadium A,China,3,164.6,5,FALSE,Concrete,Good competition,33,306.15
1848,Derry,82,35,M,200m,12/27/23,Arena D,Mexico,2,202.31,3,TRUE,Turf,Windy day,21,294.15
1849,Endsley,73,34,M,400m hurdles,8/11/19,Field B,USA,5,215.92,1,TRUE,Dirt,New personal record!,25,298.15
1854,White,81,26,M,200m,3/21/20,Track C,South Korea,2,59.07,4,TRUE,Sand,Close finish,27,300.15
1855,Murphy,74,29,M,100m,11/21/23,Arena D,India,4,33.77,2,FALSE,Gravel,Cloudy day,18,291.15
1862,Cardozo,61,32,M,100m,5/18/19,Track C,UK,2,200.3,1,TRUE,Dirt,Cloudy day,16,289.15
1864,Hancock,87,22,M,100m,1/27/22,Track C,UK,2,154.8,1,TRUE,Gravel,Messy track,17,290.15
1868,Letendre,74,32,M,100m,6/24/23,Track C,USA,5,146.62,1,TRUE,Concrete,Nice atmosphere,35,308.15
1870,Jackson,72,26,M,100m,12/16/21,Track C,Mexico,1,120.6,1,TRUE,Gravel,Great event,35,308.15
1871,Perron,81,22,M,110m hurdles,8/18/19,Arena D,USA,4,212.21,4,TRUE,Track,Nice atmosphere,30,303.15
1873,Porter,76,31,M,400m hurdles,1/18/23,Stadium A,South Korea,2,298.6,1,TRUE,Concrete,Amazing crowd,17,290.15
1874,Debernardi,73,35,M,800m,11/11/19,Stadium A,South Korea,2,182.2,3,TRUE,Grass,Windy day,35,308.15
1875,Barnes,86,20,M,110m hurdles,9/25/19,Arena D,China,4,159.52,4,FALSE,Concrete,Cloudy day,31,304.15
1877,Simmons,67,32,M,800m,7/30/23,Track C,Spain,1,165.04,3,TRUE,Track,Fast race,32,305.15
1883,Campbell,60,24,M,800m,12/17/23,Track C,UK,3,271.93,1,TRUE,Turf,Enjoyed the event,33,306.15
1885,Wells,60,31,M,800m,4/4/19,Field B,Canada,5,198.11,5,TRUE,Sand,Hot and humid,24,297.15
1886,Silvia,84,22,M,200m,8/25/23,Field B,Vietnam,2,95.53,1,TRUE,Grass,Nice atmosphere,28,301.15
1893,Boyd,81,22,M,400m hurdles,1/1/19,Stadium A,China,4,243.78,4,TRUE,Asphalt,Windy day,21,294.15
1894,Roy,72,20,M,400m,5/2/23,Arena D,South Korea,2,28.85,5,TRUE,Track,Challenging race,16,289.15
1895,Cook,69,21,M,100m,5/29/19,Track C,South Korea,5,123.76,4,TRUE,Grass,Close finish,17,290.15
1896,Williams,84,25,M,200m,3/24/19,Stadium A,China,1,214.2,1,TRUE,Gravel,Cold day,31,304.15
1904,Oviedo,87,27,M,200m,10/16/22,Stadium A,India,5,51,4,FALSE,Turf,Personal best!,22,295.15
1907,Watson,86,33,M,1500m,4/3/22,Track C,India,4,40.43,4,TRUE,Dirt,Challenging race,28,301.15
1908,Lilly,75,21,M,400m,2/19/23,Arena D,UK,5,220.16,4,FALSE,Grass,Windy day,26,299.15
1911,Sowder,71,21,M,110m hurdles,2/25/19,Stadium A,South Korea,5,63.39,3,TRUE,Asphalt,Amazing crowd,37,310.15
1915,Laughlin,88,24,M,1500m,6/22/22,Arena D,India,4,106.54,1,FALSE,Sand,Personal best!,21,294.15
1916,Henderson,82,20,M,400m hurdles,3/17/19,Field B,UK,5,290.1,3,FALSE,Dirt,Cloudy day,25,298.15
1926,Smith,65,23,M,1500m,7/21/23,Field B,Canada,3,100.71,1,TRUE,Grass,Personal best!,26,299.15
1929,Bagby,67,20,M,400m hurdles,12/20/21,Track C,Vietnam,3,58.13,2,FALSE,Turf,Great race,19,292.15
1934,Thompson,88,23,M,110m hurdles,11/8/22,Arena D,UK,4,92.47,2,TRUE,Gravel,Challenging race,22,295.15
1935,Stier,72,24,M,200m,6/29/21,Track C,Spain,1,252.87,3,TRUE,Concrete,Close finish,18,291.15
1936,Comeau,84,22,M,110m hurdles,10/19/22,Field B,Brazil,3,168.31,3,FALSE,Turf,Cloudy day,18,291.15
1937,Savage,63,29,M,3000m,7/2/22,Track C,Spain,3,195.37,2,TRUE,Asphalt,Nice atmosphere,27,300.15
1941,Brown,67,27,M,100m,4/25/20,Stadium A,Mexico,4,130.61,1,TRUE,Turf,Fast race,24,297.15
1943,Remmers,72,31,M,200m,5/18/22,Stadium A,Mexico,2,173.52,5,FALSE,Grass,Hot and humid,33,306.15
1945,Tarlow,67,21,M,110m hurdles,6/11/19,Track C,UK,1,221.04,4,FALSE,Sand,Hot weather,18,291.15
1946,Bigham,62,33,M,800m,4/7/23,Arena D,South Korea,3,46.43,3,FALSE,Concrete,Nice atmosphere,37,310.15
1949,Christian,75,33,M,400m hurdles,9/24/19,Field B,UK,5,33.46,3,TRUE,Asphalt,Fast race,28,301.15
1950,Howard,81,29,M,110m hurdles,12/26/23,Track C,Canada,4,99.69,2,TRUE,Grass,Nice atmosphere,17,290.15
1954,Flores,69,31,M,110m hurdles,1/12/21,Track C,Canada,3,294.37,5,FALSE,Grass,New personal record!,28,301.15
1956,Marcus,68,28,M,400m hurdles,3/29/23,Field B,South Korea,2,236.74,1,FALSE,Asphalt,Close finish,33,306.15
1957,Billingsley,72,29,M,100m,4/4/19,Track C,Vietnam,4,252.82,2,TRUE,Grass,Wet conditions,33,306.15
1961,Kirchner,68,29,M,400m hurdles,7/1/22,Arena D,Vietnam,1,298.76,4,FALSE,Turf,Fast race,21,294.15
1965,Dennis,79,25,M,800m,8/28/19,Arena D,Canada,1,143.37,5,TRUE,Sand,New personal record!,32,305.15
1967,Burrows,84,20,M,110m hurdles,6/15/22,Stadium A,India,1,37.84,5,TRUE,Grass,Great race,18,291.15
1969,Lipham,73,24,M,400m,3/28/20,Arena D,Canada,4,199.67,4,TRUE,Track,Rainy event,35,308.15
1974,Melton,71,35,M,400m,10/18/21,Arena D,China,1,221.4,3,TRUE,Asphalt,Wet conditions,21,294.15
1980,Rose,69,30,M,800m,6/23/22,Arena D,USA,5,99.12,2,TRUE,Turf,Close finish,34,307.15
1983,Danforth,88,34,M,3000m,2/6/23,Stadium A,USA,2,207.92,2,FALSE,Sand,Enjoyed the event,34,307.15
1985,Kramer,90,29,M,3000m,8/3/19,Track C,UK,5,146.43,2,FALSE,Asphalt,Amazing crowd,37,310.15
1987,Ceja,65,26,M,200m,8/1/20,Field B,India,4,209.71,5,FALSE,Asphalt,Good competition,25,298.15
1988,Duley,83,31,M,200m,5/31/20,Arena D,China,3,64.73,3,TRUE,Dirt,Great race,19,292.15
1995,Tith,69,24,M,110m hurdles,7/29/23,Track C,Mexico,4,185.26,5,FALSE,Asphalt,Challenging race,37,310.15
1998,Endo,61,26,M,400m hurdles,3/29/21,Stadium A,South Korea,2,20.36,1,FALSE,Dirt,Close finish,25,298.15
2001,Ingram,73,34,M,110m hurdles,10/29/21,Track C,Mexico,1,146.26,1,FALSE,Gravel,Good competition,23,296.15
2004,Jones,88,27,M,3000m,6/26/21,Field B,Vietnam,2,299.58,2,FALSE,Asphalt,Enjoyed the event,24,297.15
2006,Porter,61,26,M,100m,3/4/19,Arena D,Mexico,5,71.6,4,TRUE,Asphalt,Messy track,17,290.15
2007,Battista,63,29,M,400m hurdles,1/24/23,Stadium A,Mexico,5,151.09,1,TRUE,Turf,Nice atmosphere,27,300.15
2008,Steward,71,29,M,3000m,11/28/22,Arena D,Brazil,2,242.29,4,FALSE,Concrete,Messy track,35,308.15
2009,Fung,76,25,M,800m,5/29/21,Arena D,USA,1,264.03,5,FALSE,Turf,Cloudy day,23,296.15
2010,Shade,70,31,M,400m hurdles,8/31/22,Stadium A,Canada,5,210.02,1,TRUE,Concrete,Personal best!,27,300.15
2013,Schrader,63,20,M,400m,7/31/21,Field B,India,1,99.36,2,FALSE,Grass,Great race,16,289.15
2015,Lambert,89,27,M,110m hurdles,9/26/23,Track C,China,2,229.83,4,TRUE,Asphalt,Fast race,30,303.15
2021,Legg,87,27,M,110m hurdles,4/23/21,Stadium A,UK,4,281.16,5,TRUE,Asphalt,Nice atmosphere,34,307.15
2027,Goode,65,23,M,3000m,3/10/22,Stadium A,UK,2,164.99,4,FALSE,Turf,Hot weather,37,310.15
2032,Rayford,76,20,M,800m,6/14/19,Track C,Brazil,4,283.92,2,FALSE,Track,Fast race,34,307.15
2033,Schuetz,69,24,M,100m,4/11/22,Track C,Spain,1,53.71,3,TRUE,Sand,Good competition,32,305.15
2035,Rank,60,28,M,3000m,4/5/20,Field B,Brazil,1,211.5,4,FALSE,Sand,Challenging race,16,289.15
2037,Lee,63,34,M,100m,10/5/22,Track C,Mexico,3,151.8,4,FALSE,Gravel,Rainy event,25,298.15
2040,Kern,90,22,M,3000m,6/19/21,Arena D,China,4,62.84,3,FALSE,Turf,Messy track,33,306.15
2041,Hahn,70,22,M,400m,3/27/19,Arena D,USA,1,51.86,3,TRUE,Dirt,Challenging race,19,292.15
2044,Polite,80,33,M,1500m,7/14/23,Track C,Canada,3,236.88,1,FALSE,Sand,Rainy event,17,290.15
2047,Foster,78,21,M,1500m,2/24/19,Arena D,USA,3,117.25,3,FALSE,Gravel,Personal best!,36,309.15
2048,Williams,80,25,M,400m,3/16/22,Stadium A,Mexico,2,254.65,3,FALSE,Concrete,Hot weather,18,291.15
2049,Rangel,87,28,M,400m,5/30/20,Arena D,Canada,2,151.79,5,TRUE,Turf,Challenging race,37,310.15
2058,Jarvis,88,34,M,3000m,1/3/22,Track C,Brazil,3,278.2,2,TRUE,Track,Amazing crowd,23,296.15
2061,Simpson,69,32,M,200m,5/3/21,Track C,India,2,248.89,3,TRUE,Grass,Wet conditions,19,292.15
2063,Williams,60,22,M,200m,12/6/21,Arena D,Spain,3,31.14,5,TRUE,Turf,Windy day,19,292.15
2068,Grimes,63,25,M,800m,7/31/19,Arena D,UK,4,180.88,4,TRUE,Gravel,Rainy event,34,307.15
2069,Quinn,75,31,M,400m,4/15/20,Track C,Vietnam,1,120.25,1,TRUE,Sand,Fast race,30,303.15
2070,Slater,62,29,M,3000m,12/17/23,Arena D,Brazil,2,118.24,2,FALSE,Asphalt,New personal record!,18,291.15
2071,Lemon,68,30,M,3000m,11/10/23,Stadium A,India,3,110.14,4,FALSE,Dirt,Nice atmosphere,26,299.15
2072,Byrd,79,24,M,200m,9/25/23,Field B,Canada,5,284.99,5,TRUE,Dirt,Personal best!,25,298.15
2078,Gonzalez,65,27,M,110m hurdles,2/11/21,Track C,USA,1,74.05,4,FALSE,Asphalt,Great race,34,307.15
2080,Mccary,88,21,M,3000m,10/1/20,Arena D,Mexico,1,58.46,4,FALSE,Track,Enjoyed the event,22,295.15
2081,Gilliam,82,32,M,1500m,9/13/21,Field B,USA,1,284.86,1,TRUE,Sand,Personal best!,20,293.15
2085,Delaney,76,29,M,400m,10/17/22,Field B,South Korea,5,217.46,4,TRUE,Turf,Nice atmosphere,28,301.15
2087,Ferris,76,26,M,800m,1/14/21,Arena D,Canada,5,11.41,2,FALSE,Track,New personal record!,17,290.15
2089,Hyder,79,34,M,3000m,8/26/20,Stadium A,Brazil,1,174.24,2,FALSE,Grass,Fast race,32,305.15
2090,Phillips,65,28,M,110m hurdles,12/2/22,Track C,South Korea,4,27.51,2,FALSE,Dirt,Fast race,34,307.15
2094,Brown,67,34,M,800m,1/6/23,Arena D,India,4,241.2,4,TRUE,Asphalt,Fast race,21,294.15
2097,Lorts,63,29,M,800m,11/22/23,Field B,Canada,1,22.49,5,TRUE,Track,Cold day,35,308.15
2100,Renyer,68,20,M,400m,4/3/21,Track C,South Korea,5,130.81,3,FALSE,Grass,Great race,29,302.15
2105,Brown,65,30,M,200m,1/30/22,Stadium A,Mexico,5,235.88,4,FALSE,Gravel,New personal record!,20,293.15
2107,Williams,78,26,M,400m hurdles,11/18/19,Arena D,UK,5,126.6,3,TRUE,Turf,New personal record!,32,305.15
2109,Munford,89,30,M,100m,12/22/19,Track C,Mexico,4,151.47,3,TRUE,Grass,Close finish,18,291.15
2112,Florence,74,25,M,400m hurdles,6/23/19,Stadium A,USA,2,84.28,5,TRUE,Dirt,New personal record!,18,291.15
2113,Farkas,70,35,M,400m hurdles,8/22/20,Track C,China,5,51,5,TRUE,Track,Fast race,24,297.15
2116,Harris,76,29,M,3000m,6/28/19,Arena D,India,1,84.01,2,FALSE,Sand,Windy day,22,295.15
2119,Porter,83,35,M,400m hurdles,12/23/21,Field B,Canada,2,175.8,2,FALSE,Grass,Personal best!,36,309.15
2120,Ramirez,62,31,M,100m,9/8/20,Field B,South Korea,4,110.97,5,TRUE,Asphalt,Great race,26,299.15
2129,Lopez,80,23,M,100m,6/4/21,Field B,India,5,257.48,3,FALSE,Gravel,Personal best!,35,308.15
2137,Harrison,89,32,M,100m,8/5/21,Stadium A,South Korea,4,165.03,5,TRUE,Asphalt,Hot and humid,27,300.15
2139,Hays,61,27,M,3000m,9/23/19,Track C,Vietnam,1,155.84,5,FALSE,Dirt,Great race,28,301.15
2144,Metzler,64,24,M,3000m,3/19/19,Track C,Canada,3,82.37,4,FALSE,Track,Windy day,36,309.15
2146,Cody,89,26,M,200m,1/26/20,Track C,UK,5,153.2,5,TRUE,Grass,Amazing crowd,29,302.15
2151,Cole,77,32,M,1500m,12/30/19,Field B,USA,4,41.18,4,FALSE,Sand,Messy track,25,298.15
2154,Myers,79,24,M,400m hurdles,9/24/22,Arena D,South Korea,3,47.2,5,FALSE,Concrete,Hot weather,25,298.15
2155,Wilson,66,31,M,400m hurdles,4/30/21,Stadium A,USA,1,68.74,5,FALSE,Concrete,Hot weather,32,305.15
2156,Flowers,61,23,M,400m,2/7/19,Arena D,South Korea,5,288.18,2,TRUE,Concrete,Good competition,26,299.15
2158,Mays,72,34,M,100m,8/5/20,Arena D,Spain,1,117.42,3,FALSE,Turf,Good competition,30,303.15
2160,Joseph,74,35,M,200m,7/15/20,Field B,Vietnam,3,161.3,3,FALSE,Gravel,Hot weather,32,305.15
2161,Williams,81,30,M,1500m,10/27/20,Track C,UK,2,55.37,2,FALSE,Concrete,Rainy event,27,300.15
2163,Ruiz,71,25,M,3000m,11/9/20,Stadium A,Mexico,5,175.78,4,FALSE,Grass,Windy day,22,295.15
2164,Hodgens,88,26,M,400m hurdles,1/19/19,Arena D,Vietnam,4,36.38,1,FALSE,Grass,Good competition,17,290.15
2166,Herman,90,30,M,110m hurdles,2/22/19,Arena D,Brazil,1,122.78,2,FALSE,Grass,Great event,18,291.15
2167,Lytle,67,33,M,400m,5/8/23,Arena D,China,3,72.81,2,TRUE,Grass,Cloudy day,21,294.15
2170,Weaver,67,22,M,1500m,6/18/20,Track C,Brazil,1,295.3,5,TRUE,Dirt,Hot weather,27,300.15
2173,Williams,84,25,M,400m,7/8/20,Field B,Spain,4,38.59,5,FALSE,Track,Rainy event,17,290.15
2175,Martin,88,25,M,1500m,9/6/21,Arena D,USA,3,246.44,4,FALSE,Dirt,Windy day,18,291.15
2177,Kochevar,70,22,M,3000m,10/25/23,Arena D,China,3,250.19,1,TRUE,Gravel,Good competition,27,300.15
2180,Wagner,69,20,M,3000m,4/13/23,Track C,Canada,3,231.78,3,TRUE,Asphalt,Great event,27,300.15
2181,Zamora,64,34,M,100m,10/6/23,Track C,South Korea,1,42.55,5,TRUE,Turf,Personal best!,18,291.15
2183,Chinn,77,23,M,400m hurdles,8/1/20,Arena D,Mexico,3,242.98,4,TRUE,Gravel,Wet conditions,22,295.15
2187,Banick,70,32,M,200m,2/3/21,Field B,South Korea,1,287.1,2,FALSE,Track,Windy day,24,297.15
2191,Glesener,79,31,M,110m hurdles,10/31/23,Stadium A,Spain,4,297.88,3,TRUE,Track,Fast race,23,296.15
2193,Henson,78,33,M,1500m,12/9/23,Stadium A,Vietnam,5,139.91,5,TRUE,Gravel,Hot and humid,30,303.15
2194,Brown,68,23,M,3000m,2/2/23,Track C,Vietnam,3,52.14,5,FALSE,Sand,Cloudy day,34,307.15
2196,Smith,70,22,M,3000m,11/12/19,Stadium A,Vietnam,4,226.71,1,TRUE,Asphalt,Fast race,25,298.15
2203,Dwyer,62,26,M,100m,5/2/21,Track C,Vietnam,4,281.77,2,TRUE,Track,Great race,23,296.15
2204,Los,73,33,M,1500m,4/10/19,Field B,China,4,278.9,2,TRUE,Asphalt,Windy day,24,297.15
2205,Curtis,79,20,M,200m,8/24/20,Stadium A,USA,4,195.65,2,FALSE,Asphalt,Nice atmosphere,23,296.15
2211,Richards,68,33,M,100m,5/13/19,Stadium A,USA,3,206.23,2,TRUE,Track,Great event,29,302.15
