,UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
72,104151,Arizona State University Campus Immersion,ASU Tempe,University Drive and Mill Avenue,Tempe,AZ,85287,4,6,Michael M. Crow,President,8552785080,860196696,NTLHJXM55KZ6,00108100,1,www.asu.edu/,https://admission.asu.edu/contact,https://students.asu.edu/contact/financialaid,https://webapp4.asu.edu/uga_admissionsapp/,https://students.asu.edu/financialaid/net-price,https://veterans.asu.edu/benefits/start,www.ncaa.org/about/resources/research/graduation-rates,https://eoss.asu.edu/accessibility,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,15,13,4,16,15,15,15,15,2,5,1,Arizona Board of Regents,104010,38060,1,429,4013,Maricopa County,409,-111.934383,33.417721,90,1
73,104160,Arizona Western College,"AWC, A.W.C., AZ Western, AZ Western College, Arizona Western, Yuma/LaPaz Community College District, Yuma/La Paz Counties Community College District",2020 S. Avenue 8E,Yuma,AZ,85365-8834,4,6,Daniel Corr,President,9283176000,860179321,V6GLTVM5KSA5,00107100,1,https://www.azwestern.edu/,https://www.azwestern.edu/enrollment/admissions,https://www.azwestern.edu/enrollment/financial-aid,https://azwestern.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply,https://www.azwestern.edu/np-calc,https://www.azwestern.edu/enrollment/veteran-services,https://www.azwestern.edu/institutional-research/reports#righttoknow,https://www.azwestern.edu/student-support/accessibility-services,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,3,1,5,3,40,2,3,2,-2,-2,49740,1,-2,4027,Yuma County,404,-114.495968,32.689306,63,1
74,104179,University of Arizona,The University of Arizona | UArizona | U of A | UofA | UA | University of AZ | Univ. of AZ | The Univ. of AZ,1401 E University Blvd,Tucson,AZ,85721-0066,4,6,Dr. Robert C. Robbins,President,5206212211,742652689,ED44Y3W6P7B9,00108300,1,https://www.arizona.edu/,https://www.arizona.edu/admissions,https://financialaid.arizona.edu/,https://slate.admissions.arizona.edu/apply,https://arizona.studentaidcalculator.com/survey.aspx,https://registrar.arizona.edu/support-services/military-connected-benefits-certifications-mcbc,https://arizonawildcats.com/documents/2021/3/10/University_of_Arizona_GSR_Report.pdf?id=26908,https://drc.arizona.edu/students,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,14,13,4,15,15,15,15,15,1,5,1,Arizona Board of Regents,104010,46060,1,536,4019,Pima County,403,-110.950815,32.232672,90,1
75,104346,Central Arizona College,Pinal County Community College,8470 N Overfield Rd,Coolidge,AZ,85128-9030,4,6,Jackie Elliott,President,5204945444,860180838,PJFRJR6JLJ27,00728300,1,www.centralaz.edu/,centralaz.edu/find-your-path/,centralaz.edu/admissions/paying-for-college/financial-aid/,centralaz.edu/admission-re-direct/,centralaz.edu/resources/netpricecalc.html,centralaz.edu/admissions/paying-for-college/veteran-educational-benefits/,centralaz.edu/about-cac/student-right-to-know/,https://centralaz.edu/current-students/student-support/disability-resources/,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,3,2,6,5,40,2,2,2,-2,-2,38060,1,429,4021,Pinal County,401,-111.652501,32.957092,63,1
76,104391,Charles of Italy Beauty College, ,"1987 McCulloch Blvd, Suite 205",Lake Havasu City,AZ,86403,4,6,Charles Bartolomeo,Owner,9284536666,860409030,NCPFSYMFFL35,02280500,1,www.charlesofitaly.edu/,www.charlesofitaly.edu/,www.charlesofitaly.edu/,www.charlesofitaly.edu/,charlesofitaly.edu/netpricecalculator/, , ,www.charlesofitaly.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,29420,1,-2,4015,Mohave County,404,-114.332686,34.477485,41,2
77,104425,Cochise County Community College District,Cochise College,901 N Colombo Ave,Sierra Vista,AZ,85635-2317,4,6,"J.D. Rottweiler, Ph.D.",President,5205150500,860183151,GELXMF2HMFE8,00107200,1,https://www.cochise.edu/,https://www.cochise.edu/admissions,https://www.cochise.edu/fa/,https://apply.cochise.edu/,https://www.cochise.edu/wp-content/uploads/2021/04/index.html, ,https://www.cochise.edu/consumer-information/#SRTKRow,https://www.cochise.edu/disability/,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,9,3,0,1,1,2,9,9,3,40,2,2,2,-2,-2,43420,1,-2,4003,Cochise County,402,-110.246946,31.564597,84,1
78,104443,Empire Beauty School-Chandler, ,2978 N Alma School Rd #1-3,Chandler,AZ,85224,4,6,Franklin K. Schoeneman,Chairman/CEO,8009204593,208939053,JKUHKACR93T5,01054208,1,www.empire.edu/,www.empire.edu/,www.empire.edu/,www.empire.edu/apply-now,www.empire.edu/net-price-calculator, , ,www.empire.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,EEG Inc.,301640,38060,1,429,4013,Maricopa County,409,-111.860423,33.347586,42,2
79,104568,Avalon Institute-Mesa, ,2111 S Alma School Rd Ste 21,Mesa,AZ,85210,4,6,Don Pobiak,COO,4808971688,263315719,QFRZGLGXCFJ5,01085800,1,avalon.edu/mesa-az/,avalon.edu/admissions-financial-aid/,avalon.edu/admissions-financial-aid/financial-aid/, ,avalon.edu/npc/npcalc.html,avalon.edu/admissions-financial-aid/va-educational-benefits/,https://avalon.edu/wp-content/uploads/2021/10/Student-Right-to-Know-Disclosure-2021-2022.pdf,avalon.edu/admissions-financial-aid/consumer-disclosure/,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,EA Education Inc.,301590,38060,1,429,4013,Maricopa County,409,-111.858305,33.376583,15,2
80,104577,Eastern Arizona College, ,615 N. Stadium Ave.,Thatcher,AZ,85552-0769,4,6,Todd Haynie,President,9284288272,866000754,EKNGZJAUNBK9,00107300,1,www.eac.edu/,www.eac.edu/Admissions/Portal/,www.eac.edu/Student_Services/Financial_Aid/,www.eac.edu/Admissions/Portal/,eac.edu/Student_Services/Financial_Aid/Net_Price/default.shtm, ,eacmonsters.com/EquityInAthletics.pdf,www.eac.edu/Student_Services/Counseling/Disabled.shtm,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,4,6,2,0,1,1,3,6,8,3,40,2,2,2,-2,-2,40940,2,-2,4009,Graham County,401,-109.76234,32.843664,75,2
81,104586,Embry-Riddle Aeronautical University-Prescott,Embry Riddle Aeronautical University-Prescott,3700 Willow Creek Road,Prescott,AZ,86301-3720,4,6,"P. Barry Butler, Ph.D.",President,8008883728,590936101,U5MMBAC9XAM5,00147902,1,prescott.erau.edu/,prescott.erau.edu/admissions,prescott.erau.edu/financial-aid,prescott.erau.edu/admissions/apply,prescott.erau.edu/financial-aid/net-price-calculator,https://prescott.erau.edu/veterans-resources,prescott.erau.edu/financial-aid/tools,prescott.erau.edu/about/disability-support,2,1,2,7,1,1,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,2,22,16,8,12,3,10,22,22,22,-2,2,2,1,Embry-Riddle Aeronautical University Inc.,200554,39150,1,-2,4025,Yavapai County,404,-112.449741,34.616766,136,1
82,104665,The School of Architecture, ,6433 E. Doubletree Ranch Rd.,Paradise Valley,AZ,85253,4,6,Chris Lasch,President,4807504470,821898299,T6KRNLRP1NG7,02533200,1,https://tsoa.edu/,https://tsoa.edu/master-of-architecture/apply/,https://tsoa.edu/master-of-architecture/financial-aid-2021/,https://tsoa.edu/master-of-architecture/apply/,https://tsoa.edu/master-of-architecture/financial-aid-2021/, , ,https://www.tsoa.edu/,2,1,2,7,2,1,20,1,2,1,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,1,32,0,3,0,7,18,30,30,30,-2,2,1,2,-2,-2,38060,1,429,4013,Maricopa County,406,-111.941953,33.566649,171,2
83,104708,Glendale Community College, ,6000 W Olive Ave,Glendale,AZ,85302,4,6,"Teresa Leyba-Ruiz, Ed.D.",President,6238453000,860185552,W54KJNGHJJU7,00107600,1,www.gccaz.edu/, , , ,https://www.maricopa.edu/npc/gcc/npcalc.htm, ,www2.gccaz.edu/policies-disclosures,www.gccaz.edu/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,4,2,2,7,40,2,4,1,Maricopa Community College District,104020,38060,1,429,4013,Maricopa County,408,-112.190735,33.570226,62,2
84,104717,Grand Canyon University,GCU,3300 W Camelback Rd,Phoenix,AZ,85017,4,6,Brian Mueller,President,8008009776,472507725,LVUGTE1MRAT8,00107400,1,www.gcu.edu/,https://www.gcu.edu/admissions, ,https://www.gcu.edu/,https://www.gcu.edu/tuition-and-financial-aid,https://www.gcu.edu/why-gcu/military-university,https://web3.ncaa.org/aprsearch/gsrsearch,https://www.gcu.edu/about/offices-services/student-disability-services,3,1,3,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,17,19,18,5,5,15,17,17,18,21,2,5,2,-2,-2,38060,1,429,4013,Maricopa County,407,-112.129929,33.513231,103,1
85,105136,Maricopa Community College System Office, ,2411 W 14th St,Tempe,AZ,85281-6942,4,6,Dr. Steven Gonzales,Interim Chancellor,4807318000,860185552,L2V3TUBLQR27,00107500,2,https://www.maricopa.edu/, , , , , , ,www.maricopa.edu/maricopa-disability-resource-centers,0,2,1,4,1,2,40,1,2,-2,-2,2,12,1,A ,-2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,Maricopa Community College District,104020,38060,1,429,4013,Maricopa County,409,-111.975786,33.412915,-2,-2
86,105145,GateWay Community College, ,108 N. 40th Street,Phoenix,AZ,85034,4,6,Dr. Amy Diaz,Interim President,6023925000,860185552,SP3CV9MFLS69,00830300,1,www.gatewaycc.edu/, , , ,www.gatewaycc.edu/enroll/paying-for-college, ,https://www.gatewaycc.edu/about-gateway/disclosure,www.gatewaycc.edu/disability-resources,4,2,1,4,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,8,3,0,1,1,3,8,9,7,40,2,2,1,Maricopa Community College District,104020,38060,1,429,4013,Maricopa County,407,-111.997077,33.449686,81,2
87,105154,Mesa Community College, ,1833 W Southern Ave,Mesa,AZ,85202,4,6,"Tammy Robinson, Ed.D.",President,4804617000,860185552,JQHENK1BFPJ9,00107700,1,www.mesacc.edu/, , , ,www.mesacc.edu/students/net-price-calculator.html, ,www.mesacc.edu/students/student-rights-responsibilities/student-disclosures,www.mesacc.edu/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,4,2,2,7,40,2,4,1,Maricopa Community College District,104020,38060,1,429,4013,Maricopa County,409,-111.871255,33.390323,62,2
88,105206,Mohave Community College, ,1971 Jagerson Ave,Kingman,AZ,86409-1238,4,6,Stacy Klippenstein,President,9287574331,860287804,LMBSSNLVKDL7,01186400,1,https://www.mohave.edu/,https://www.mohave.edu/admission-to-mcc/,https://www.mohave.edu/paying-for-college/financial-aid/,https://apply.mohave.edu/,https://www.mohave.edu/assets/NetPriceCalculator1415/npcalc.htm,www.mohave.edu/resources/veteran-and-military-services/,https://www.mohave.edu/about/institutional-research/,https://www.mohave.edu/resources/disabilityservices/,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,6,2,0,1,1,2,5,6,5,40,2,2,2,-2,-2,29420,1,-2,4015,Mohave County,404,-114.029838,35.270996,75,1
89,105215,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,"Universal Technical Institute of Phoenix, Inc.  Universal Technical Institute   MMI-Phoenix  MMI-AZ","10695 West Pierce Street, Suite 200",Avondale,AZ,85323,4,6,Roger Speer,Campus President,8772012666,860891802,F3QLSNCCJCW5,02100500,1,www.uti.edu/,www.uti.edu/request-info,www.uti.edu/Student-Services/Financial-Aid,www.uti.edu/,www.uti.edu/admissions/tuition,www.uti.edu/student-services/military, ,www.uti.edu/student-services/disability-services,6,2,3,3,1,2,40,1,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Universal Technical Institute Inc.,304800,38060,1,429,4013,Maricopa County,403,-112.288123,33.453005,217,2
90,105297,Dine College, ,"Route 12, One Circle Drive",Tsaile,AZ,86556,4,6,Charles Monty Roessel,President,9287246600,860215931,KAAMMFK1JJL8,00824600,1,https://www.dinecollege.edu/,https://www.dinecollege.edu/admissions/admissions/,https://www.dinecollege.edu/admissions/financial-aid/,https://www.dinecollege.edu/admissions/admissions,www.dinecollege.edu/net-price-calculator/, ,https://www.dinecollege.edu/admissions/student-right-to-know-act/,https://www.dinecollege.edu/admissions/student-services/,1,1,1,7,1,1,20,1,2,2,2,1,43,1,A ,-2,-2,-2,1,1,1,1,1,3,33,9,0,5,2,6,33,33,33,60,1,2,2,-2,-2,-2,-2,-2,4001,Apache County,401,-109.21684,36.293328,172,2
91,105330,Northern Arizona University,NAU,"1900 S Knoles Dr, Babbitt Administrative Center, Room 200",Flagstaff,AZ,86011-4092,4,6,Jos� Luis Cruz Rivera,President,9285239011,742579628,MXHAS3AKPRN1,00108200,1,https://nau.edu/,https://nau.edu/admissions/,https://nau.edu/office-of-scholarships-and-financial-aid/,https://nau.edu/how-to-apply,https://www7.nau.edu/finaid/NetPriceCalculator/,https://in.nau.edu/veteran-and-military-services/veteran-education-benefits/,https://nauathletics.com/sports/2017/8/17/reports-and-data.aspx,https://in.nau.edu/disability-resources/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,16,13,15,11,4,16,16,16,16,16,2,5,1,Arizona Board of Regents,104010,22380,1,-2,4005,Coconino County,401,-111.653724,35.188449,94,1
92,105349,Northland Pioneer College,NPC,2251 E. Navajo Blvd.,Holbrook,AZ,86025-0610,4,6,Chato Hazelbaker,College President,8002667845,860277526,UN7XD37BMGY5,01186200,1,www.npc.edu/,www.npc.edu/recruitment,www.npc.edu/financial-aid-scholarships,www.npc.edu/Application,www.npc.edu/financial-aid-scholarships/net-price-calculator, , ,www.npc.edu/dra,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,9,3,0,1,1,2,9,9,3,40,2,2,2,-2,-2,43320,2,-2,4017,Navajo County,401,-110.142199,34.93031,85,1
93,105367,Ottawa University-Phoenix,OUAZ - Phoenix,9414 North 25th Avenue,Phoenix,AZ,85021,4,6,Dr. Dennis Tyner,President,6023711188,480543772,LC5AM5JEH8A5,00193701,5,www.ottawa.edu/,https://www.ottawa.edu/ouaz/admissions/overview,https://www.ottawa.edu/professional/tuition-and-financial-aid/overview/,www.ottawa.edu/apply,www.ottawa.edu/resources/netpricecalculator/npcalc.htm,www.ottawa.edu/professional/admissions/admissions-process/,https://myottawa.ottawa.edu/ics/Resources/Student_Consumer_Information,www.ottawa.edu/footer/disability-services,2,1,2,9,1,1,13,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,2,1,2,19,16,11,5,6,6,20,19,19,-2,2,1,2,-2,-2,38060,1,429,4013,Maricopa County,406,-112.113001,33.572173,-1,-1
94,105428,Phoenix College, ,1202 W Thomas Rd,Phoenix,AZ,85013,4,6,Clyne Namuo,Interim President,6022642492,860185552,LM72QFMLZK81,00107800,1,www.phoenixcollege.edu/, , , ,www.phoenixcollege.edu/tuition-and-fees/net-price-calculators, ,www.phoenixcollege.edu/disclosures,www.phoenixcollege.edu/students/disability-resources,4,2,1,4,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,3,5,2,7,40,2,3,1,Maricopa Community College District,104020,38060,1,429,4013,Maricopa County,407,-112.088293,33.481361,63,2
95,105525,Pima Community College,Pima County Community College District,4905C East  Broadway Blvd.,Tucson,AZ,85709-1275,4,6,Lee D. Lambert,Chancellor,5202064500,860208787,H77GBPTJEPX3,00726600,1,www.pima.edu/,www.pima.edu/admission/index,www.pima.edu/paying-for-college/financial-aid/index,www.pima.edu/admission/apply-to-pima/index,pima.edu/paying-for-college/tuition-fees/net-price-calculator/npc.htm,pima.edu/paying-for-college/veterans-benefits/index,pima.edu/about-pima/reports-data/federal-reporting/docs/2019-student-right-to-know-updated.pdf,pima.edu/student-resources/adr/index,4,2,1,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,4,1,2,7,40,2,4,2,-2,-2,46060,1,536,4019,Pima County,402,-110.886659,32.222125,65,1
96,105534,Pima Medical Institute-Tucson, ,"2121 N Craycroft Road, Bldg 1",Tucson,AZ,85712,4,6,Dale Berg,Campus Director,5203261600,860260863,UJN5DYAJYTJ3,02217100,1,https://pmi.edu/, , , ,https://secure.pmi.edu/npcalc/, , ,https://pmi.edu/wp-content/uploads/2022/02/Applicants-and-Students-with-Disabilities.pdf,3,1,3,7,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,3,26,18,0,11,2,9,26,26,10,-2,2,2,2,-2,-2,46060,1,536,4019,Pima County,402,-110.878783,32.248067,156,2
97,105543,Pima Medical Institute-Albuquerque, ,4400 Cutler Avenue NE,Albuquerque,NM,87110,35,6,Yuriana Lancaster,Campus Director,5058811234,860260863,UJ6MMKKMTC17,03678300,1,https://pmi.edu/, , , ,https://secure.pmi.edu/npcalc/, , ,https://pmi.edu/wp-content/uploads/2022/02/Applicants-and-Students-with-Disabilities.pdf,6,2,3,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,4,10,4,0,4,1,2,10,10,10,-2,2,1,2,-2,-2,10740,1,106,35001,Bernalillo County,3501,-106.59488,35.104855,175,2
98,105589,Prescott College,Prescot College | Prescott University | Prescott University | Prescott | PC | Prescott Center for Alternative Education,220 Grove Ave,Prescott,AZ,86301,4,6,Barbara Morris,President,8773502100,860294012,WA41FYUAR7P5,02065300,1,https://www.prescott.edu/,https://www.prescott.edu/admissions,https://www.prescott.edu/apply-financial-aid,https://www.prescott.edu/apply,www.prescott.edu/net-price-calculator/,https://www.prescott.edu/internal-users-veterans-education-benefits, ,https://www.prescott.edu/policies/accessibility,2,1,2,9,1,1,12,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,19,14,12,9,5,7,20,20,20,22,2,1,2,-2,-2,39150,1,-2,4025,Yavapai County,404,-112.477185,34.5452,120,1
99,105659,Refrigeration School Inc,"The Refrigeration School, RSI",4210 E Washington Street,Phoenix,AZ,85034-1816,4,6,David Eaker,Campus President,6022757133,270932438,EY8ULRNUCLB8,01168900,1,https://www.rsi.edu/,https://www.rsi.edu/admissions/,https://www.rsi.edu/tuition-planning/financial-aid/, ,https://www.rsi.edu/tuition-planning/tuition-calculator/,https://www.rsi.edu/wp-content/uploads/rsi-school-catalog.pdf, ,https://www.rsi.edu/wp-content/uploads/rsi-student-handbook.pdf,6,2,3,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,4,11,4,0,4,1,2,11,11,10,40,2,2,1,Tulsa Welding School Inc.,304700,38060,1,429,4013,Maricopa County,407,-111.989357,33.448692,181,2
100,105668,Rio Salado College, ,2323 W 14th St,Tempe,AZ,85281,4,6,"Kate Smith, M.S.",President,4805178000,860185552,MCQLGMSL9YM5,02177500,1,www.rio.maricopa.edu/, , , ,www.riosalado.edu/student-resources/student-business-services/net-price-calculator, ,www.riosalado.edu/about/research-planning/Pages/Institutional-Effectiveness.aspx,www.riosalado.edu/disability_services/Pages/default.aspx,4,2,1,3,1,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,4,6,2,0,1,1,4,9,9,7,40,2,4,1,Maricopa Community College District,104020,38060,1,429,4013,Maricopa County,409,-111.97417,33.413309,74,1
101,105677,Roberto-Venn School of Luthiery, ,1012 NW Grand Ave,Phoenix,AZ,85007,4,6,William Eaton,Director,6022431179,860298792,L2BZFKC71JF1,02113800,1,www.roberto-venn.com/,www.roberto-venn.com/guitar-making-repair-program/apply/,www.roberto-venn.com/guitar-making-repair-program/financial-aid/,www.roberto-venn.com/guitar-making-repair-program/apply/,roberto-venn.com/guitar-making-repair-program/net-price-calculator/, , ,www.roberto-venn.com/,9,3,3,1,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,38060,1,429,4013,Maricopa County,407,-112.086161,33.45489,215,2
102,105747,Scottsdale Community College, ,9000 E Chaparral Rd,Scottsdale,AZ,85256,4,6,Dr. Eric Leshinskie,President,4804236000,860185552,C1ZBNEXGL9L8,00830400,1,www.scottsdalecc.edu/, , , ,https://www.scottsdalecc.edu/students/student-business-services/net-price-calculator, ,https://www.scottsdalecc.edu/disclosures/students-right-know-act,www.scottsdalecc.edu/students/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,3,3,3,6,40,2,3,1,Maricopa Community College District,104020,38060,1,429,4013,Maricopa County,406,-111.885186,33.51135,65,2
103,105792,South Mountain Community College, ,7050 S 24th St,Phoenix,AZ,85042,4,6,Dr. Janet Ortega,Interim President,6022438135,860185552,MBU5HNHPE7P1,02146600,1,www.southmountaincc.edu/, , , ,www.southmountaincc.edu/disclosures/, ,www.southmountaincc.edu/disclosures/,www.southmountaincc.edu/disability-resources/,4,2,1,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,2,2,2,7,40,2,2,1,Maricopa Community College District,104020,38060,1,429,4013,Maricopa County,407,-112.032635,33.382406,64,1
104,105899,Arizona Christian University, ,1 W. Firestorm Way,Glendale,AZ,85306-3216,4,6,Len Munsil,President,6024895300,860186050,ZWNFD7D4KFD9,00711300,1,arizonachristian.edu/,arizonachristian.edu/admissions/,arizonachristian.edu/financial-aid/,arizonachristian.edu/apply/,www.arizonachristian.edu/financial-aid/calculator/,arizonachristian.edu/admissions/campus/veterans/,https://www.arizonachristian.edu/about/facts/,www.arizonachristian.edu/student-life/campus-services/disability-services/,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,22,15,0,11,2,8,22,22,22,51,2,2,2,-2,-2,38060,1,429,4013,Maricopa County,408,-112.181776,33.622952,138,1
105,106041,Universal Technical Institute of Arizona Inc,Universal Technical Institute  UTI-AZ  UTI-Avondale,10695 West Pierce Street,Avondale,AZ,85323,4,6,Adrian Cordova,Campus President,8005105845,860891201,Y4AYN7EZKJH3,00822100,1,www.uti.edu/,www.uti.edu/request-info,www.uti.edu/Student-Services/Financial-Aid,www.uti.edu/,www.uti.edu/admissions/tuition,www.uti.edu/student-services/military, ,www.uti.edu/student-services/disability-services,6,2,3,3,1,2,40,1,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,2,4,11,4,0,4,1,2,11,11,10,40,2,2,1,Universal Technical Institute Inc.,304800,38060,1,429,4013,Maricopa County,403,-112.288123,33.453005,181,2
106,106148,Yavapai College, ,1100 E Sheldon St,Prescott,AZ,86301,4,6,Dr. Lisa Rhine,President,9284457300,860208371,DGVVZL5ZXJD3,00107900,1,https://www.yc.edu/,https://www.yc.edu/v6/admissions/,https://www.yc.edu/v6/financial-aid/,https://www.yc.edu/v6/admissions/getting-started.html,https://www.yc.edu/v6/public/compare/cost-comparison.html,https://www.yc.edu/v6/veterans/,https://www.yc.edu/v6/institutional-research/students-right.html,https://www.yc.edu/v6/disability-resources/,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,3,6,5,3,40,2,3,2,-2,-2,39150,1,-2,4025,Yavapai County,404,-112.453395,34.547495,63,1
107,106245,University of Arkansas at Little Rock,UA Little Rock|University of Arkansas-Little Rock|Arkansas Little Rock|,2801 S University Ave,Little Rock,AR,72204,5,5,Dr. Christina Drale,Chancellor,5015693000,710236904,DBP4N9GHCA14,00110100,1,ualr.edu/www/,ualr.edu/admissions/,ualr.edu/financialaid/,ualr.edu/admissions/application/,ualr.edu/finaid/npc/npcalc.htm,ualr.edu/military/,ualr.edu/institutionalresearch/student-right-know/,ualr.edu/disability/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,16,13,17,7,5,12,16,17,17,16,2,3,1,University of Arkansas System,105030,30780,1,340,5119,Pulaski County,502,-92.339778,34.723254,96,1
108,106263,University of Arkansas for Medical Sciences,UAMS,4301 W Markham,Little Rock,AR,72205-7199,5,5,"Cam Patterson, M.D., MBA",Chancellor,5012961275,716046242,VDFYLZPJEAV6,00110900,1,https://www.uams.edu/,https://students.uams.edu/future-students/,https://students.uams.edu/financial-services/financial-aid/,https://students.uams.edu/apply/,https://studentfinancialservices.uams.edu/tuition-and-fees/,https://registrar.uams.edu/veteran-services/, ,https://students.uams.edu/ada-disability-services/,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,27,20,18,7,6,9,25,25,25,52,2,2,1,University of Arkansas System,105030,30780,1,340,5119,Pulaski County,502,-92.322348,34.750152,160,2
109,106306,Arkansas Baptist College, ,1600 Dr. Martin Luther King Jr. Drive,Little Rock,AR,72202-6068,5,5,Calvin McFadden,President,5014201200,710298658,KBKVFFTTM2W5,00108700,1,www.arkansasbaptist.edu/,https://www.arkansasbaptist.edu/admissions/,https://www.arkansasbaptist.edu/financial-aid/,my.arkansasbaptist.edu/ICS/Admissions/Apply_Now.jnz,www.arkansasbaptist.edu/financial-aid/net-price-calculator/, ,https://ope.ed.gov/athletics/#/,www.arkansasbaptist.edu/disability-services/,2,1,2,5,1,2,30,1,1,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,23,5,0,7,2,7,23,23,23,31,2,1,2,-2,-2,30780,1,340,5119,Pulaski County,502,-92.290555,34.734751,142,2
